R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_wins,B_losses,B_draw,R_wins,R_losses,R_draw,B_Stance,R_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Edson Barboza,Anthony Njokuani,Keith Peterson,03/19_2011,"Newark, New Jersey, USA",Red,False,Lightweight,0,0,0,1,0,0,Orthodox,Orthodox,185.42,190.5,155.0,180.34,190.5,145.0,31.0,25.0
Mauricio Rua,Jon Jones,Herb Dean,03/19_2011,"Newark, New Jersey, USA",Blue,True,LightHeavyweight,6,1,0,3,2,0,Orthodox,Orthodox,193.04,213.36,205.0,185.42,193.04,205.0,23.0,29.0
Mirko Filipovic,Brendan Schaub,Herb Dean,03/19_2011,"Newark, New Jersey, USA",Blue,False,Heavyweight,3,1,0,4,4,0,Orthodox,Southpaw,193.04,198.12,245.0,187.96,185.42,230.0,28.0,36.0
Ricardo Almeida,Mike Pyle,Kevin MacDonald,03/19_2011,"Newark, New Jersey, USA",Blue,False,Welterweight,3,2,0,6,4,0,Orthodox,Orthodox,182.88,187.96,170.0,182.88,187.96,170.0,35.0,34.0
Kurt Pellegrino,Gleison Tibau,Herb Dean,03/19_2011,"Newark, New Jersey, USA",Blue,False,Lightweight,7,5,0,7,4,0,Southpaw,Orthodox,177.8,180.34,155.0,172.72,177.8,155.0,27.0,31.0
Erik Koch,Raphael Assuncao,Kevin Mulhall,03/19_2011,"Newark, New Jersey, USA",Red,False,Featherweight,0,0,0,0,0,0,Orthodox,Southpaw,165.1,167.64,135.0,177.8,180.34,170.0,28.0,22.0
Constantinos Philippou,Nick Catone,Keith Peterson,03/19_2011,"Newark, New Jersey, USA",Blue,False,CatchWeight,2,2,0,0,0,0,Southpaw,Orthodox,182.88,182.88,185.0,180.34,185.42,185.0,29.0,31.0
Alessio Sakara,Chris Weidman,Gary Copeland,03/03_2011,"Louisville, Kentucky, USA",Blue,False,Middleweight,0,0,0,6,5,0,Orthodox,Orthodox,187.96,198.12,185.0,182.88,182.88,185.0,26.0,29.0
Joe Stevenson,Danny Castillo,Gary Copeland,03/03_2011,"Louisville, Kentucky, USA",Blue,False,Lightweight,0,0,0,8,6,0,Orthodox,Orthodox,175.26,180.34,155.0,170.18,177.8,145.0,31.0,28.0
Brian Bowles,Damacio Page,Chris Kinman,03/03_2011,"Louisville, Kentucky, USA",Red,False,Bantamweight,0,0,0,0,0,0,Orthodox,Orthodox,167.64,167.64,135.0,170.18,177.8,135.0,28.0,30.0
Steve Cantwell,Cyrille Diabate,Herb Dean,03/03_2011,"Louisville, Kentucky, USA",Blue,False,LightHeavyweight,1,1,0,1,2,0,Southpaw,Orthodox,198.12,205.74,205.0,187.96,190.5,185.0,37.0,24.0
Diego Sanchez,Martin Kampmann,Herb Dean,03/03_2011,"Louisville, Kentucky, USA",Red,False,Welterweight,8,3,0,11,4,0,Orthodox,Southpaw,182.88,182.88,170.0,177.8,182.88,170.0,28.0,29.0
Thiago Tavares,Shane Roller,Mario Yamasaki,03/03_2011,"Louisville, Kentucky, USA",Blue,False,Lightweight,0,0,0,5,4,0,Orthodox,Orthodox,177.8,182.88,155.0,170.18,177.8,145.0,31.0,26.0
Takeya Mizugaki,Reuben Duran,Herb Dean,03/03_2011,"Louisville, Kentucky, USA",Red,False,Bantamweight,0,0,0,0,0,0,Orthodox,Orthodox,170.18,180.34,135.0,170.18,175.26,135.0,27.0,27.0
CB Dollaway,Mark Munoz,Mario Yamasaki,03/03_2011,"Louisville, Kentucky, USA",Blue,False,Middleweight,4,2,0,5,2,0,Orthodox,Orthodox,182.88,180.34,185.0,187.96,193.04,185.0,33.0,27.0
Rob Kimmons,Dongi Yang,Gary Copeland,03/03_2011,"Louisville, Kentucky, USA",Blue,False,Middleweight,0,1,0,3,3,0,Southpaw,Orthodox,177.8,185.42,185.0,177.8,185.42,185.0,26.0,30.0
David Branch,Rousimar Palhares,Mario Yamasaki,03/03_2011,"Louisville, Kentucky, USA",Blue,False,Middleweight,4,2,0,2,1,0,Orthodox,Orthodox,172.72,180.34,170.0,185.42,198.12,185.0,31.0,29.0
Chris Camozzi,Kyle Noke,John Sharp,02/26_2011,"Sydney, New South Wales, Australia",Blue,False,Middleweight,2,0,0,2,0,0,Southpaw,Orthodox,185.42,193.04,170.0,187.96,190.5,185.0,30.0,24.0
Brian Ebersole,Chris Lytle,Steve Perceval,02/26_2011,"Sydney, New South Wales, Australia",Red,False,Welterweight,9,9,0,0,0,0,Orthodox,Southpaw,180.34,172.72,170.0,182.88,185.42,170.0,36.0,30.0
Nick Ring,Riki Fukuda,Leon Roberts,02/26_2011,"Sydney, New South Wales, Australia",Red,False,Middleweight,0,0,0,0,0,0,Southpaw,Southpaw,182.88,185.42,185.0,182.88,187.96,185.0,30.0,32.0
George Sotiropoulos,Dennis Siver,Leon Roberts,02/26_2011,"Sydney, New South Wales, Australia",Blue,False,Lightweight,6,4,0,7,0,0,Orthodox,Orthodox,167.64,177.8,145.0,177.8,180.34,155.0,32.0,33.0
Alexander Gustafsson,James Te Huna,Marc Goddard,02/26_2011,"Sydney, New South Wales, Australia",Red,False,LightHeavyweight,1,0,0,2,1,0,Orthodox,Orthodox,187.96,190.5,185.0,195.58,200.66,205.0,29.0,24.0
BJ Penn,Jon Fitch,Herb Dean,02/26_2011,"Sydney, New South Wales, Australia",Draw,False,Welterweight,13,1,0,12,7,0,Orthodox,Orthodox,182.88,187.96,170.0,175.26,177.8,155.0,33.0,32.0
Michael Bisping,Jorge Rivera,Marc Goddard,02/26_2011,"Sydney, New South Wales, Australia",Red,False,Middleweight,7,5,0,10,3,0,Orthodox,Orthodox,185.42,185.42,185.0,185.42,190.5,185.0,38.0,31.0
Ross Pearson,Spencer Fisher,Herb Dean,02/26_2011,"Sydney, New South Wales, Australia",Red,False,Lightweight,9,5,0,3,1,0,Southpaw,Orthodox,170.18,172.72,155.0,172.72,175.26,155.0,34.0,26.0
Mark Hunt,Chris Tuchscherer,John Sharp,02/26_2011,"Sydney, New South Wales, Australia",Red,False,Heavyweight,1,2,0,0,1,0,Orthodox,Orthodox,187.96,193.04,258.0,177.8,182.88,265.0,35.0,36.0
Jake Ellenberger,Carlos Eduardo Rocha,Kim Winslow,02/05_2011,"Las Vegas, Nevada, USA",Red,False,Welterweight,1,0,0,2,1,0,Orthodox,Orthodox,177.8,185.42,170.0,175.26,180.34,170.0,29.0,25.0
Norifumi Yamamoto,Demetrious Johnson,Mario Yamasaki,02/05_2011,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,0,0,0,0,0,0,Orthodox,Southpaw,160.02,167.64,125.0,162.56,167.64,135.0,24.0,33.0
Jon Jones,Ryan Bader,Herb Dean,02/05_2011,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,5,0,0,5,1,0,Orthodox,Orthodox,187.96,187.96,205.0,193.04,213.36,205.0,27.0,23.0
Miguel Torres,Antonio Banuelos,Mario Yamasaki,02/05_2011,"Las Vegas, Nevada, USA",Red,False,Bantamweight,0,0,0,0,0,0,Orthodox,Orthodox,165.1,160.02,135.0,175.26,193.04,135.0,31.0,30.0
Chad Mendes,Michihiro Omigawa,Herb Dean,02/05_2011,"Las Vegas, Nevada, USA",Red,False,Featherweight,0,2,0,0,0,0,Orthodox,Orthodox,167.64,172.72,145.0,167.64,167.64,145.0,35.0,25.0
Anderson Silva,Vitor Belfort,Mario Yamasaki,02/05_2011,"Las Vegas, Nevada, USA",Red,True,Middleweight,8,4,0,12,0,0,Southpaw,Southpaw,182.88,187.96,185.0,187.96,195.58,185.0,33.0,35.0
Donald Cerrone,Paul Kelly,Steve Mazzagatti,02/05_2011,"Las Vegas, Nevada, USA",Red,False,Lightweight,5,3,0,0,0,0,Orthodox,Orthodox,175.26,177.8,155.0,185.42,185.42,155.0,26.0,27.0
Forrest Griffin,Rich Franklin,Steve Mazzagatti,02/05_2011,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,13,4,0,8,4,0,Southpaw,Orthodox,185.42,193.04,185.0,190.5,195.58,205.0,36.0,31.0
Kyle Kingsbury,Ricardo Romero,Steve Mazzagatti,02/05_2011,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,1,0,0,2,1,0,Orthodox,Orthodox,182.88,193.04,205.0,193.04,200.66,205.0,32.0,28.0
Mike Pierce,Kenny Robertson,Herb Dean,02/05_2011,"Las Vegas, Nevada, USA",Red,False,Welterweight,0,0,0,3,1,0,Orthodox,Orthodox,177.8,187.96,170.0,172.72,180.34,170.0,26.0,30.0
Cole Miller,Matt Wiman,Dan Miragliotta,01/22_2011,"Killeen, Texas, USA",Blue,False,Lightweight,6,3,0,6,2,0,Orthodox,Orthodox,177.8,172.72,155.0,185.42,185.42,145.0,27.0,26.0
Pat Barry,Joey Beltran,Mario Yamasaki,01/22_2011,"Killeen, Texas, USA",Red,False,Heavyweight,2,1,0,2,2,0,Orthodox,Orthodox,185.42,190.5,185.0,180.34,187.96,235.0,29.0,31.0
Matt Mitrione,Tim Hague,Dan Miragliotta,01/22_2011,"Killeen, Texas, USA",Red,False,Heavyweight,1,3,0,3,0,0,Orthodox,Switch,193.04,193.04,260.0,190.5,208.28,265.0,27.0,32.0
Melvin Guillard,Evan Dunham,Mario Yamasaki,01/22_2011,"Killeen, Texas, USA",Red,False,Lightweight,4,1,0,8,4,0,Southpaw,Orthodox,177.8,177.8,155.0,175.26,180.34,155.0,29.0,27.0
Mark Hominick,George Roop,Don Turnage,01/22_2011,"Killeen, Texas, USA",Red,False,Featherweight,1,2,0,2,0,0,Orthodox,Orthodox,185.42,182.88,135.0,172.72,172.72,145.0,29.0,28.0
Rani Yahya,Mike Brown,Mario Yamasaki,01/22_2011,"Killeen, Texas, USA",Red,False,Featherweight,0,2,0,0,0,0,Orthodox,Orthodox,167.64,177.8,145.0,167.64,170.18,135.0,35.0,26.0
DaMarques Johnson,Mike Guymon,Don Turnage,01/22_2011,"Killeen, Texas, USA",Red,False,Welterweight,1,2,0,2,2,0,Orthodox,Orthodox,182.88,187.96,170.0,185.42,190.5,170.0,36.0,28.0
Cody McKenzie,Yves Edwards,Jon Schorle,01/22_2011,"Killeen, Texas, USA",Blue,False,Lightweight,7,4,0,1,0,0,Southpaw,Switch,175.26,185.42,155.0,182.88,182.88,155.0,34.0,23.0
Will Campuzano,Chris Cariaso,Don Turnage,01/22_2011,"Killeen, Texas, USA",Blue,False,Bantamweight,0,0,0,0,1,0,Southpaw,Orthodox,160.02,162.56,125.0,175.26,177.8,125.0,29.0,24.0
Phil Baroni,Brad Tavares,Josh Rosenthal,01/01_2011,"Las Vegas, Nevada, USA",Blue,False,Middleweight,1,0,0,3,6,0,Orthodox,Orthodox,185.42,187.96,185.0,175.26,182.88,170.0,23.0,34.0
Jeremy Stephens,Marcus Davis,Kim Winslow,01/01_2011,"Las Vegas, Nevada, USA",Red,False,Lightweight,9,5,0,5,5,0,Southpaw,Orthodox,177.8,177.8,170.0,175.26,180.34,145.0,37.0,24.0
Brandon Vera,Thiago Silva,Steve Mazzagatti,01/01_2011,"Las Vegas, Nevada, USA",Draw,False,LightHeavyweight,5,2,0,7,5,0,Orthodox,Orthodox,187.96,187.96,205.0,190.5,198.12,230.0,28.0,33.0
Chris Leben,Brian Stann,Josh Rosenthal,01/01_2011,"Las Vegas, Nevada, USA",Blue,False,Middleweight,3,2,0,11,5,0,Orthodox,Southpaw,185.42,187.96,205.0,180.34,185.42,185.0,30.0,30.0
Dustin Poirier,Josh Grispi,Steve Mazzagatti,01/01_2011,"Las Vegas, Nevada, USA",Red,False,Featherweight,0,0,0,0,0,0,Orthodox,Southpaw,180.34,187.96,145.0,175.26,182.88,155.0,22.0,21.0
Nate Diaz,Dong Hyun Kim,Yves Lavigne,01/01_2011,"Las Vegas, Nevada, USA",Blue,False,Welterweight,4,1,0,8,3,0,Southpaw,Southpaw,187.96,193.04,170.0,182.88,193.04,170.0,29.0,25.0
Clay Guida,Takanori Gomi,Josh Rosenthal,01/01_2011,"Las Vegas, Nevada, USA",Red,False,Lightweight,1,1,0,7,5,0,Southpaw,Orthodox,170.18,177.8,155.0,170.18,177.8,155.0,32.0,29.0
Frankie Edgar,Gray Maynard,Yves Lavigne,01/01_2011,"Las Vegas, Nevada, USA",Draw,True,Lightweight,8,1,0,8,1,0,Orthodox,Orthodox,175.26,177.8,155.0,167.64,172.72,135.0,31.0,29.0
Mike Brown,Diego Nunes,Yves Lavigne,01/01_2011,"Las Vegas, Nevada, USA",Blue,False,Featherweight,0,0,0,0,1,0,Orthodox,Orthodox,167.64,170.18,145.0,167.64,177.8,145.0,28.0,35.0
Daniel Roberts,Greg Soto,Kim Winslow,01/01_2011,"Las Vegas, Nevada, USA",Red,False,Welterweight,1,1,0,2,1,0,Orthodox,Southpaw,180.34,185.42,170.0,177.8,187.96,170.0,24.0,30.0
Jim Miller,Charles Oliveira,Dan Miragliotta,12/11_2010,"Montreal, Quebec, Canada",Red,False,Lightweight,2,0,0,7,1,0,Orthodox,Southpaw,177.8,187.96,155.0,172.72,180.34,155.0,21.0,27.0
Thiago Alves,John Howard,Yves Lavigne,12/11_2010,"Montreal, Quebec, Canada",Red,False,Welterweight,4,1,0,9,4,0,Orthodox,Orthodox,170.18,182.88,170.0,175.26,177.8,170.0,27.0,27.0
Stefan Struve,Sean McCorkle,Yves Lavigne,12/11_2010,"Montreal, Quebec, Canada",Red,False,Heavyweight,1,0,0,4,2,0,Orthodox,Orthodox,200.66,205.74,265.0,210.82,213.36,265.0,34.0,22.0
Joe Stevenson,Mac Danzig,Dan Miragliotta,12/11_2010,"Montreal, Quebec, Canada",Blue,False,Lightweight,3,4,0,8,5,0,Orthodox,Orthodox,172.72,177.8,155.0,170.18,177.8,145.0,30.0,28.0
Joe Doerksen,Dan Miller,Marc-Andre Cote,12/11_2010,"Montreal, Quebec, Canada",Blue,False,Middleweight,4,3,0,2,6,0,Orthodox,Orthodox,185.42,187.96,185.0,182.88,190.5,185.0,29.0,33.0
Mark Bocek,Dustin Hazelett,Philippe Chartier,12/11_2010,"Montreal, Quebec, Canada",Red,False,Lightweight,5,4,0,4,3,0,Orthodox,Orthodox,185.42,193.04,170.0,172.72,190.5,155.0,24.0,29.0
Georges St-Pierre,Josh Koscheck,Herb Dean,12/11_2010,"Montreal, Quebec, Canada",Red,True,Welterweight,13,4,0,14,2,0,Orthodox,Orthodox,177.8,185.42,170.0,180.34,193.04,185.0,33.0,29.0
TJ Grant,Ricardo Almeida,Philippe Chartier,12/11_2010,"Montreal, Quebec, Canada",Blue,False,Welterweight,5,4,0,3,2,0,Orthodox,Orthodox,182.88,187.96,170.0,177.8,182.88,155.0,34.0,26.0
Matthew Riddle,Sean Pierson,Yves Lavigne,12/11_2010,"Montreal, Quebec, Canada",Blue,False,Welterweight,0,0,0,5,1,0,Southpaw,Southpaw,182.88,193.04,170.0,185.42,193.04,170.0,34.0,24.0
Johny Hendricks,Rick Story,Steve Mazzagatti,12/04_2010,"Las Vegas, Nevada, USA",Blue,False,Welterweight,4,1,0,4,0,0,Southpaw,Southpaw,175.26,180.34,170.0,175.26,175.26,185.0,26.0,27.0
Kendall Grove,Demian Maia,Josh Rosenthal,12/04_2010,"Las Vegas, Nevada, USA",Blue,False,Middleweight,7,2,0,7,4,0,Southpaw,Orthodox,185.42,182.88,170.0,198.12,200.66,185.0,33.0,28.0
Stephan Bonnar,Igor Pokrajac,Steve Mazzagatti,12/04_2010,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,1,2,0,6,6,0,Orthodox,Orthodox,182.88,187.96,205.0,193.04,200.66,205.0,31.0,33.0
Nam Phan,Leonard Garcia,Herb Dean,12/04_2010,"Las Vegas, Nevada, USA",Blue,False,Featherweight,1,2,0,0,0,0,Orthodox,Orthodox,177.8,172.72,145.0,167.64,177.8,135.0,31.0,27.0
Jonathan Brookins,Michael Johnson,Herb Dean,12/04_2010,"Las Vegas, Nevada, USA",Red,True,Lightweight,0,0,0,0,0,0,Southpaw,Southpaw,177.8,185.42,155.0,182.88,187.96,145.0,24.0,25.0
Will Campuzano,Nick Pace,Chris Tognoni,12/04_2010,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,0,0,0,0,0,0,Orthodox,Orthodox,170.18,172.72,135.0,175.26,177.8,125.0,23.0,24.0
Fredson Paixao,Pablo Garza,Steve Mazzagatti,12/04_2010,"Las Vegas, Nevada, USA",Blue,False,Featherweight,0,0,0,0,0,0,Orthodox,Orthodox,185.42,185.42,145.0,167.64,167.64,145.0,27.0,31.0
Rich Attonito,David Branch,Josh Rosenthal,12/04_2010,"Las Vegas, Nevada, USA",Blue,False,Middleweight,1,1,0,2,0,0,Orthodox,Orthodox,185.42,198.12,185.0,177.8,182.88,170.0,29.0,33.0
Phil Davis,Tim Boetsch,Herb Dean,11/20_2010,"Auburn Hills, Michigan, USA",Red,False,LightHeavyweight,3,2,0,3,0,0,Orthodox,Orthodox,182.88,187.96,185.0,187.96,200.66,205.0,29.0,26.0
Karo Parisyan,Dennis Hallman,Dan Miragliotta,11/20_2010,"Auburn Hills, Michigan, USA",Blue,False,Welterweight,2,4,0,8,4,0,Orthodox,Orthodox,175.26,182.88,155.0,177.8,182.88,170.0,34.0,28.0
Matt Brown,Brian Foster,Herb Dean,11/20_2010,"Auburn Hills, Michigan, USA",Blue,False,Welterweight,2,2,0,4,3,0,Orthodox,Orthodox,175.26,180.34,170.0,182.88,190.5,170.0,26.0,29.0
Aaron Simpson,Mark Munoz,Marc Fennell,11/20_2010,"Auburn Hills, Michigan, USA",Blue,False,Middleweight,3,2,0,3,1,0,Orthodox,Orthodox,182.88,180.34,185.0,182.88,185.42,170.0,32.0,36.0
Matt Hughes,BJ Penn,Dan Miragliotta,11/20_2010,"Auburn Hills, Michigan, USA",Blue,False,Welterweight,11,7,0,18,5,0,Orthodox,Switch,175.26,177.8,155.0,175.26,185.42,170.0,31.0,37.0
Quinton Jackson,Lyoto Machida,Herb Dean,11/20_2010,"Auburn Hills, Michigan, USA",Red,False,LightHeavyweight,8,1,0,5,2,0,Southpaw,Orthodox,185.42,187.96,185.0,185.42,185.42,205.0,32.0,32.0
George Sotiropoulos,Joe Lauzon,Marc Fennell,11/20_2010,"Auburn Hills, Michigan, USA",Red,False,Lightweight,6,2,0,6,0,0,Orthodox,Orthodox,177.8,180.34,155.0,177.8,180.34,155.0,26.0,33.0
Tyson Griffin,Nik Lentz,Herb Dean,11/20_2010,"Auburn Hills, Michigan, USA",Blue,False,Lightweight,3,1,0,7,4,0,Orthodox,Orthodox,172.72,172.72,145.0,167.64,172.72,145.0,26.0,26.0
Kyle Noke,Rob Kimmons,Kevin Mulhall,11/13_2010,"Oberhausen, North Rhine-Westphalia, Germany",Red,False,Middleweight,3,2,0,1,0,0,Orthodox,Southpaw,177.8,185.42,185.0,185.42,193.04,170.0,29.0,30.0
Amir Sadollah,Peter Sobotta,Leon Roberts,11/13_2010,"Oberhausen, North Rhine-Westphalia, Germany",Red,False,Welterweight,0,2,0,3,2,0,Southpaw,Orthodox,182.88,190.5,170.0,177.8,190.5,170.0,23.0,30.0
Dennis Siver,Andre Winner,Kevin Mulhall,11/13_2010,"Oberhausen, North Rhine-Westphalia, Germany",Red,False,Lightweight,2,2,0,5,4,0,Orthodox,Orthodox,180.34,185.42,155.0,167.64,177.8,145.0,29.0,31.0
Duane Ludwig,Nick Osipczak,Marc Goddard,11/13_2010,"Oberhausen, North Rhine-Westphalia, Germany",Red,False,Welterweight,2,2,0,2,2,0,Orthodox,Orthodox,187.96,193.04,170.0,177.8,177.8,170.0,25.0,32.0
Nate Marquardt,Yushin Okami,Leon Roberts,11/13_2010,"Oberhausen, North Rhine-Westphalia, Germany",Blue,False,Middleweight,9,2,0,9,3,0,Southpaw,Orthodox,187.96,190.5,170.0,182.88,187.96,185.0,29.0,31.0
Krzysztof Soszynski,Goran Reljic,Marc Goddard,11/13_2010,"Oberhausen, North Rhine-Westphalia, Germany",Red,False,LightHeavyweight,1,2,0,4,2,0,Southpaw,Open Stance,190.5,205.74,205.0,185.42,195.58,205.0,26.0,33.0
Kris McCray,Carlos Eduardo Rocha,Marc Goddard,11/13_2010,"Oberhausen, North Rhine-Westphalia, Germany",Blue,False,Welterweight,0,0,0,0,1,0,Orthodox,Orthodox,177.8,185.42,170.0,182.88,193.04,170.0,29.0,29.0
Seth Petruzelli,Karlos Vemola,Leon Roberts,11/13_2010,"Oberhausen, North Rhine-Westphalia, Germany",Blue,False,LightHeavyweight,0,1,0,0,3,0,Orthodox,Orthodox,182.88,190.5,185.0,182.88,193.04,205.0,25.0,30.0
Mike Guymon,Daniel Roberts,Jason Herzog,10/23_2010,"Anaheim, California, USA",Blue,False,Welterweight,1,1,0,1,1,0,Southpaw,Orthodox,177.8,187.96,170.0,182.88,187.96,170.0,30.0,36.0
Diego Sanchez,Paulo Thiago,Jason Herzog,10/23_2010,"Anaheim, California, USA",Red,False,Welterweight,3,2,0,10,4,0,Orthodox,Southpaw,180.34,187.96,170.0,177.8,182.88,170.0,29.0,28.0
Court McGee,Ryan Jensen,Herb Dean,10/23_2010,"Anaheim, California, USA",Red,False,Middleweight,2,4,0,1,0,0,Orthodox,Orthodox,185.42,193.04,185.0,180.34,190.5,170.0,33.0,25.0
Brendan Schaub,Gabriel Gonzaga,Jason Herzog,10/23_2010,"Anaheim, California, USA",Red,False,Heavyweight,7,4,0,2,1,0,Orthodox,Orthodox,187.96,193.04,242.0,193.04,198.12,245.0,31.0,27.0
Jake Shields,Martin Kampmann,John McCarthy,10/23_2010,"Anaheim, California, USA",Red,False,Welterweight,8,2,0,0,0,0,Orthodox,Orthodox,182.88,182.88,170.0,182.88,182.88,170.0,28.0,31.0
Brock Lesnar,Cain Velasquez,Herb Dean,10/23_2010,"Anaheim, California, USA",Blue,True,Heavyweight,6,0,0,4,1,0,Orthodox,Orthodox,185.42,195.58,240.0,190.5,205.74,265.0,28.0,33.0
Tito Ortiz,Matt Hamill,John McCarthy,10/23_2010,"Anaheim, California, USA",Blue,False,LightHeavyweight,8,2,0,14,8,0,Orthodox,Orthodox,185.42,193.04,205.0,190.5,187.96,205.0,34.0,35.0
Patrick Cote,Tom Lawlor,John McCarthy,10/23_2010,"Anaheim, California, USA",Blue,False,Middleweight,2,2,0,4,6,0,Southpaw,Orthodox,182.88,187.96,205.0,180.34,190.5,170.0,27.0,30.0
Sam Stout,Paul Taylor,Herb Dean,10/23_2010,"Anaheim, California, USA",Red,False,Lightweight,3,4,0,4,5,0,Orthodox,Orthodox,182.88,182.88,155.0,175.26,177.8,155.0,30.0,26.0
Jon Madsen,Gilbert Yvel,John McCarthy,10/23_2010,"Anaheim, California, USA",Red,False,Heavyweight,0,2,0,3,0,0,Orthodox,Orthodox,187.96,195.58,225.0,182.88,182.88,240.0,34.0,30.0
Chris Camozzi,Dongi Yang,Jason Herzog,10/23_2010,"Anaheim, California, USA",Red,False,Middleweight,0,0,0,1,0,0,Southpaw,Orthodox,177.8,185.42,185.0,187.96,190.5,185.0,25.0,23.0
Cyrille Diabate,Alexander Gustafsson,Leon Roberts,10/16_2010,"London, England, United Kingdom",Blue,False,LightHeavyweight,1,1,0,1,0,0,Orthodox,Southpaw,195.58,200.66,205.0,198.12,205.74,205.0,23.0,37.0
John Hathaway,Mike Pyle,Leon Roberts,10/16_2010,"London, England, United Kingdom",Blue,False,Welterweight,2,2,0,4,0,0,Orthodox,Orthodox,182.88,187.96,170.0,185.42,190.5,170.0,35.0,23.0
Dan Hardy,Carlos Condit,Dan Miragliotta,10/16_2010,"London, England, United Kingdom",Blue,False,Welterweight,2,1,0,4,1,0,Orthodox,Orthodox,187.96,190.5,170.0,182.88,187.96,170.0,26.0,28.0
James Wilks,Claude Patrick,Dan Miragliotta,10/16_2010,"London, England, United Kingdom",Blue,False,Welterweight,1,0,0,2,1,0,Orthodox,Orthodox,180.34,190.5,170.0,185.42,190.5,170.0,30.0,32.0
Cheick Kongo,Travis Browne,Marc Goddard,10/16_2010,"London, England, United Kingdom",Draw,False,Heavyweight,1,0,0,8,4,0,Orthodox,Orthodox,198.12,200.66,255.0,193.04,208.28,240.0,28.0,35.0
Michael Bisping,Yoshihiro Akiyama,Marc Goddard,10/16_2010,"London, England, United Kingdom",Red,False,Middleweight,1,1,0,9,3,0,Orthodox,Orthodox,177.8,190.5,170.0,185.42,190.5,185.0,35.0,31.0
James McSweeney,Fabio Maldonado,Marc Goddard,10/16_2010,"London, England, United Kingdom",Blue,False,LightHeavyweight,0,0,0,1,1,0,Orthodox,Switch,185.42,190.5,205.0,193.04,195.58,230.0,30.0,29.0
CB Dollaway,Joe Doerksen,Jeff Malott,09/25_2010,"Indianapolis, Indiana, USA",Red,False,Middleweight,2,5,0,4,2,0,Orthodox,Orthodox,182.88,190.5,185.0,187.96,193.04,185.0,32.0,27.0
Sean Sherk,Evan Dunham,Rob Hinds,09/25_2010,"Indianapolis, Indiana, USA",Red,False,Lightweight,4,0,0,7,4,0,Southpaw,Orthodox,177.8,177.8,155.0,167.64,170.18,155.0,28.0,37.0
Matt Serra,Chris Lytle,Herb Dean,09/25_2010,"Indianapolis, Indiana, USA",Blue,False,Welterweight,8,9,0,7,6,0,Orthodox,Orthodox,180.34,172.72,170.0,167.64,172.72,170.0,36.0,36.0
Rogerio Nogueira,Ryan Bader,Josh Rosenthal,09/25_2010,"Indianapolis, Indiana, USA",Blue,False,LightHeavyweight,4,0,0,2,0,0,Orthodox,Southpaw,187.96,187.96,205.0,187.96,190.5,205.0,27.0,34.0
Melvin Guillard,Jeremy Stephens,Josh Rosenthal,09/25_2010,"Indianapolis, Indiana, USA",Red,False,Lightweight,5,4,0,7,4,0,Orthodox,Orthodox,175.26,180.34,145.0,175.26,180.34,155.0,24.0,27.0
Frank Mir,Mirko Filipovic,Herb Dean,09/25_2010,"Indianapolis, Indiana, USA",Red,False,Heavyweight,4,3,0,11,5,0,Southpaw,Southpaw,187.96,185.42,230.0,190.5,200.66,264.0,36.0,31.0
Matt Mitrione,Joey Beltran,Herb Dean,09/25_2010,"Indianapolis, Indiana, USA",Red,False,Heavyweight,2,0,0,2,0,0,Orthodox,Switch,185.42,190.5,185.0,190.5,208.28,265.0,28.0,32.0
Mark Hunt,Sean McCorkle,Josh Rosenthal,09/25_2010,"Indianapolis, Indiana, USA",Blue,False,Heavyweight,0,0,0,0,0,0,Orthodox,Orthodox,200.66,205.74,265.0,177.8,182.88,265.0,34.0,36.0
Nate Marquardt,Rousimar Palhares,Herb Dean,09/15_2010,"Austin, Texas, USA",Red,False,Middleweight,4,1,0,8,3,0,Orthodox,Orthodox,172.72,180.34,170.0,182.88,187.96,185.0,30.0,31.0
Rich Attonito,Rafael Natal,Kerry Hatley,09/15_2010,"Austin, Texas, USA",Red,False,Middleweight,0,0,0,1,0,0,Orthodox,Orthodox,182.88,195.58,185.0,177.8,182.88,170.0,27.0,33.0
Yves Edwards,John Gunderson,Kerry Hatley,09/15_2010,"Austin, Texas, USA",Red,False,Lightweight,1,1,0,6,4,0,Orthodox,Southpaw,175.26,175.26,155.0,175.26,185.42,155.0,31.0,33.0
Tomasz Drwal,David Branch,Herb Dean,09/15_2010,"Austin, Texas, USA",Blue,False,Middleweight,0,1,0,3,2,0,Orthodox,Orthodox,185.42,198.12,185.0,185.42,193.04,205.0,28.0,28.0
Jared Hamman,Kyle Kingsbury,Jon Schorle,09/15_2010,"Austin, Texas, USA",Blue,False,LightHeavyweight,1,1,0,1,1,0,Orthodox,Orthodox,193.04,200.66,205.0,190.5,190.5,185.0,28.0,28.0
